No,GameID,MatchID,Map,Team1ID,Team2ID,Team1,Team2,Winner,Team1_Eco,Team1_SemiEco,Team1_SemiBuy,Team1_FullBuy,Team1_TotalRounds,Team2_Eco,Team2_SemiEco,Team2_SemiBuy,Team2_FullBuy,Team2_TotalRounds
248,59388,56828,Breeze,5366,6899,Action PH,Fallen5,1,2.0,1.0,4.0,13.0,13,4.0,2.0,3.0,11.0,7
249,60235,60860,Icebox,4696,1453,Surreal Esports,OtherSide,1,2.0,1.0,6.0,11.0,13,4.0,1.0,7.0,8.0,7
250,60234,60859,Haven,6534,4762,Fire Flux Young,Galakticos,1,3.0,1.0,6.0,13.0,13,3.0,3.0,5.0,12.0,10
251,60231,60856,Fracture,2908,5310,Thunderbolts Gaming,Fenerbahçe Esports,1,3.0,1.0,4.0,15.0,13,2.0,3.0,7.0,11.0,10
252,60162,60659,Bind,6090,4940,TSM Academy,Pioneers,1,3.0,0.0,3.0,12.0,13,3.0,3.0,5.0,7.0,5
253,60163,60659,Icebox,6090,4940,TSM Academy,Pioneers,2,3.0,3.0,4.0,13.0,10,3.0,2.0,4.0,14.0,13
254,60164,60659,Haven,6090,4940,TSM Academy,Pioneers,1,4.0,1.0,4.0,13.0,13,2.0,1.0,6.0,13.0,9
255,60165,60660,Breeze,6164,468,Radiance,Renegades,1,3.0,2.0,3.0,16.0,13,3.0,1.0,6.0,14.0,11
256,60166,60660,Split,6164,468,Radiance,Renegades,1,3.0,2.0,3.0,13.0,13,3.0,1.0,5.0,12.0,8
257,60150,60655,Bind,6090,2350,TSM Academy,Soniqs,1,3.0,1.0,4.0,12.0,13,4.0,3.0,1.0,12.0,7
258,60151,60655,Fracture,6090,2350,TSM Academy,Soniqs,1,2.0,2.0,4.0,16.0,13,2.0,5.0,3.0,14.0,11
259,60156,60657,Breeze,6164,6451,Radiance,Built By Gamers Academy,1,2.0,1.0,5.0,12.0,13,5.0,1.0,3.0,11.0,7
260,60157,60657,Ascent,6164,6451,Radiance,Built By Gamers Academy,1,3.0,1.0,4.0,11.0,13,2.0,2.0,8.0,7.0,6
261,60159,60658,Haven,468,2348,Renegades,VIRTUOSO,1,2.0,0.0,5.0,8.0,13,4.0,2.0,4.0,5.0,2
262,60160,60658,Bind,468,2348,Renegades,VIRTUOSO,1,3.0,0.0,6.0,17.0,14,3.0,3.0,3.0,17.0,12
264,60177,60711,Fracture,2036,5310,Besiktas Esports,Fenerbahçe Esports,1,3.0,1.0,4.0,15.0,13,3.0,2.0,5.0,13.0,10
265,59381,56826,Haven,3652,6899,Morph Impact,Fallen5,2,3.0,3.0,6.0,10.0,9,3.0,2.0,3.0,14.0,13
266,59382,56826,Ascent,3652,6899,Morph Impact,Fallen5,1,2.0,1.0,7.0,9.0,13,3.0,4.0,3.0,9.0,6
267,59383,56826,Breeze,3652,6899,Morph Impact,Fallen5,2,3.0,3.0,5.0,8.0,6,3.0,0.0,6.0,10.0,13
268,60126,60647,Icebox,6090,3748,TSM Academy,Team Reckaroo,2,4.0,3.0,2.0,14.0,10,3.0,3.0,3.0,14.0,13
269,60127,60647,Ascent,6090,3748,TSM Academy,Team Reckaroo,1,2.0,0.0,4.0,11.0,13,5.0,2.0,3.0,7.0,4
270,60128,60647,Haven,6090,3748,TSM Academy,Team Reckaroo,1,3.0,2.0,5.0,11.0,13,3.0,2.0,4.0,12.0,8
271,60129,60648,Fracture,6817,2350,ex-FLICKBAITERS,Soniqs,2,3.0,2.0,5.0,4.0,1,2.0,0.0,3.0,9.0,13
272,60130,60648,Icebox,6817,2350,ex-FLICKBAITERS,Soniqs,1,3.0,2.0,4.0,15.0,13,3.0,2.0,3.0,16.0,11
273,60131,60648,Ascent,6817,2350,ex-FLICKBAITERS,Soniqs,2,3.0,1.0,5.0,14.0,10,3.0,1.0,5.0,14.0,13
274,60132,60649,Haven,6795,6653,Betrayed's Fantasy Team,GunsForHire,1,3.0,1.0,7.0,15.0,14,2.0,3.0,4.0,17.0,12
275,60133,60649,Bind,6795,6653,Betrayed's Fantasy Team,GunsForHire,1,2.0,3.0,6.0,13.0,13,4.0,2.0,4.0,14.0,11
276,60135,60650,Ascent,4940,6651,Pioneers,ex-Limit,1,4.0,0.0,0.0,13.0,13,2.0,1.0,8.0,6.0,4
277,60136,60650,Bind,4940,6651,Pioneers,ex-Limit,1,2.0,0.0,6.0,12.0,13,4.0,2.0,5.0,9.0,7
278,60138,60651,Breeze,6164,2139,Radiance,303 Esports,1,2.0,0.0,4.0,9.0,13,3.0,4.0,2.0,6.0,2
279,60139,60651,Ascent,6164,2139,Radiance,303 Esports,1,2.0,0.0,3.0,9.0,13,3.0,3.0,2.0,6.0,1
282,60144,60653,Breeze,468,6020,Renegades,Pho Real,1,2.0,0.0,4.0,10.0,13,3.0,1.0,5.0,7.0,3
283,60145,60653,Fracture,468,6020,Renegades,Pho Real,1,3.0,0.0,2.0,13.0,13,3.0,3.0,4.0,8.0,5
284,60147,60654,Ascent,6148,2348,Project A,VIRTUOSO,2,3.0,1.0,7.0,12.0,10,2.0,4.0,3.0,14.0,13
285,60148,60654,Bind,6148,2348,Project A,VIRTUOSO,1,3.0,3.0,2.0,14.0,13,3.0,1.0,5.0,13.0,9
286,60149,60654,Breeze,6148,2348,Project A,VIRTUOSO,2,2.0,4.0,7.0,10.0,10,3.0,2.0,3.0,15.0,13
287,60216,60777,Bind,4940,6213,Pioneers,Cloud9 Academy,1,4.0,0.0,1.0,12.0,13,3.0,2.0,8.0,4.0,4
288,60217,60778,Icebox,6451,5482,Built By Gamers Academy,Kowareta,1,,,,,13,,,,,10
289,60218,60779,Icebox,2350,6664,Soniqs,Oni Fans,1,2.0,1.0,5.0,10.0,13,3.0,2.0,5.0,8.0,5
290,60201,60762,Breeze,6451,2350,Built By Gamers Academy,Soniqs,1,3.0,0.0,7.0,18.0,15,3.0,2.0,4.0,19.0,13
291,60210,60771,Breeze,468,6045,Renegades,Lenny Time,1,2.0,0.0,3.0,9.0,13,3.0,1.0,4.0,6.0,1
292,60183,60744,Haven,6653,6213,GunsForHire,Cloud9 Academy,1,3.0,1.0,3.0,13.0,13,3.0,3.0,4.0,10.0,7
295,60176,60710,Icebox,4696,4762,Surreal Esports,Galakticos,1,2.0,1.0,8.0,13.0,13,5.0,2.0,0.0,17.0,11
296,60174,60708,Split,3261,1453,Kafalar eSports,OtherSide,1,3.0,3.0,3.0,14.0,13,3.0,1.0,7.0,12.0,10
297,60173,60707,Breeze,6534,4696,Fire Flux Young,Surreal Esports,1,2.0,1.0,7.0,22.0,17,4.0,1.0,3.0,24.0,15
302,59895,60329,Bind,2350,6907,Soniqs,On The Way,1,2.0,0.0,5.0,10.0,13,4.0,2.0,4.0,7.0,4
303,59896,60329,Ascent,2350,6907,Soniqs,On The Way,2,4.0,2.0,5.0,10.0,8,2.0,1.0,6.0,12.0,13
304,59897,60329,Breeze,2350,6907,Soniqs,On The Way,2,4.0,3.0,3.0,13.0,10,3.0,1.0,4.0,15.0,13
305,60093,60480,Icebox,5310,6779,Fenerbahçe Esports,Team Demiral Esports,1,3.0,2.0,3.0,13.0,13,2.0,2.0,8.0,9.0,8
307,59784,60197,Ascent,6212,3029,Activat3D Esports,Invicta Gaming,1,5.0,2.0,3.0,12.0,13,4.0,1.0,5.0,12.0,9
308,59785,60197,Split,6212,3029,Activat3D Esports,Invicta Gaming,2,4.0,1.0,5.0,11.0,8,2.0,2.0,5.0,12.0,13
309,59786,60197,Breeze,6212,3029,Activat3D Esports,Invicta Gaming,2,3.0,2.0,8.0,7.0,7,2.0,3.0,4.0,11.0,13
310,59787,60197,Bind,6212,3029,Activat3D Esports,Invicta Gaming,2,3.0,2.0,4.0,6.0,2,2.0,1.0,4.0,8.0,13
311,59892,60328,Icebox,6903,6911,Booster Seat Gaming,Team NAME,1,3.0,2.0,4.0,15.0,13,3.0,2.0,7.0,12.0,11
312,59893,60328,Split,6903,6911,Booster Seat Gaming,Team NAME,1,4.0,2.0,3.0,14.0,13,3.0,2.0,7.0,11.0,10
313,60090,60477,Split,6092,5310,Regnum Carya Esports,Fenerbahçe Esports,1,2.0,2.0,3.0,11.0,13,4.0,3.0,5.0,6.0,5
314,60089,60476,Ascent,1184,2036,Futbolist,Besiktas Esports,1,2.0,0.0,4.0,10.0,13,5.0,1.0,3.0,7.0,3
315,60078,60461,Ascent,6635,6878,GiefKalash,GOODFOR1 ,1,3.0,1.0,5.0,12.0,13,4.0,3.0,1.0,13.0,8
316,60079,60461,Bind,6635,6878,GiefKalash,GOODFOR1 ,1,2.0,2.0,5.0,11.0,13,3.0,3.0,4.0,10.0,7
319,59375,56824,Ascent,6899,5997,Fallen5,FS Esports ,1,3.0,1.0,5.0,14.0,13,4.0,1.0,5.0,13.0,10
320,59376,56824,Icebox,6899,5997,Fallen5,FS Esports ,1,2.0,0.0,4.0,12.0,13,4.0,1.0,4.0,9.0,5
321,59372,56823,Ascent,4809,918,Team Exploit,Global Esports,2,5.0,2.0,1.0,10.0,5,2.0,1.0,5.0,10.0,13
322,59373,56823,Split,4809,918,Team Exploit,Global Esports,1,4.0,2.0,1.0,14.0,13,3.0,2.0,6.0,10.0,8
323,59374,56823,Bind,4809,918,Team Exploit,Global Esports,2,4.0,1.0,4.0,12.0,8,3.0,2.0,2.0,14.0,13
326,59952,60383,Haven,6934,6931,Minaweebs Money Crew,RANK G,1,4.0,2.0,0.0,14.0,13,2.0,2.0,10.0,6.0,7
327,59953,60383,Ascent,6934,6931,Minaweebs Money Crew,RANK G,2,3.0,3.0,4.0,14.0,11,3.0,1.0,5.0,15.0,13
328,59954,60383,Icebox,6934,6931,Minaweebs Money Crew,RANK G,1,3.0,3.0,4.0,14.0,13,3.0,2.0,3.0,16.0,11
329,59958,60385,Haven,6478,6928,ex-Serenity Black,swag and friends,1,2.0,0.0,6.0,8.0,13,3.0,3.0,3.0,7.0,3
330,59959,60385,Icebox,6478,6928,ex-Serenity Black,swag and friends,1,4.0,0.0,3.0,15.0,13,3.0,2.0,9.0,8.0,9
331,59964,60387,Ascent,5832,3748,Zero MarksMen Black,Team Reckaroo,1,2.0,0.0,2.0,10.0,13,3.0,2.0,4.0,5.0,1
332,59965,60387,Icebox,5832,3748,Zero MarksMen Black,Team Reckaroo,1,3.0,0.0,7.0,13.0,13,3.0,3.0,3.0,14.0,10
335,59955,60384,Icebox,6917,6915,Mustache Men,FragHunters,1,2.0,0.0,3.0,9.0,13,3.0,0.0,7.0,4.0,1
336,59956,60384,Haven,6917,6915,Mustache Men,FragHunters,1,3.0,1.0,2.0,11.0,13,3.0,3.0,6.0,5.0,4
337,59961,60386,Split,6914,6918,Vietnamese Curry,Rice Burrito,1,3.0,2.0,4.0,14.0,13,2.0,2.0,7.0,12.0,10
338,59962,60386,Breeze,6914,6918,Vietnamese Curry,Rice Burrito,1,3.0,1.0,3.0,14.0,13,3.0,2.0,6.0,10.0,8
339,59880,60324,Haven,6903,6905,Booster Seat Gaming,Bad Boy Crew,2,2.0,4.0,3.0,10.0,6,3.0,0.0,4.0,12.0,13
340,59881,60324,Split,6903,6905,Booster Seat Gaming,Bad Boy Crew,1,2.0,2.0,4.0,13.0,13,4.0,2.0,2.0,13.0,8
341,59882,60324,Breeze,6903,6905,Booster Seat Gaming,Bad Boy Crew,1,3.0,2.0,4.0,11.0,13,3.0,1.0,6.0,10.0,7
342,59883,60325,Breeze,6911,6908,Team NAME,Jays Finest,1,3.0,1.0,3.0,14.0,13,3.0,2.0,5.0,11.0,8
343,59884,60325,Ascent,6911,6908,Team NAME,Jays Finest,1,2.0,3.0,5.0,14.0,13,4.0,3.0,2.0,15.0,11
347,59889,60327,Icebox,6907,6910,On The Way,Juul Team 6,1,2.0,2.0,3.0,12.0,13,4.0,1.0,3.0,11.0,6
348,59890,60327,Ascent,6907,6910,On The Way,Juul Team 6,1,3.0,0.0,3.0,15.0,13,3.0,2.0,7.0,9.0,8
349,59921,60354,Ascent,6926,6937,Froggers,TikTok Baddies,1,3.0,0.0,2.0,12.0,13,3.0,0.0,9.0,5.0,4
350,59862,60318,Ascent,2350,6314,Soniqs,XSET Female,1,2.0,0.0,3.0,11.0,13,5.0,2.0,3.0,6.0,3
351,59863,60318,Fracture,2350,6314,Soniqs,XSET Female,1,2.0,0.0,5.0,8.0,13,4.0,3.0,1.0,7.0,2
352,59917,60350,Icebox,6478,4837,ex-Serenity Black,Shopify Rebellion,1,2.0,0.0,3.0,9.0,13,3.0,0.0,5.0,6.0,1
355,59865,60319,Haven,6905,6906,Bad Boy Crew,Yellow Submarines,1,2.0,0.0,1.0,10.0,13,3.0,2.0,1.0,7.0,0
356,59866,60319,Bind,6905,6906,Bad Boy Crew,Yellow Submarines,1,3.0,2.0,4.0,13.0,13,3.0,2.0,5.0,12.0,9
357,59868,60320,Ascent,6907,6908,On The Way,Jays Finest,1,3.0,1.0,5.0,14.0,13,3.0,1.0,5.0,14.0,10
358,59869,60320,Haven,6907,6908,On The Way,Jays Finest,1,3.0,0.0,3.0,12.0,13,3.0,2.0,4.0,9.0,5
359,59871,60321,Bind,6909,1267,Showstoppers,Cloud9 White ,1,2.0,0.0,6.0,11.0,13,4.0,2.0,4.0,9.0,6
360,59872,60321,Icebox,6909,1267,Showstoppers,Cloud9 White ,2,2.0,3.0,6.0,6.0,4,3.0,0.0,3.0,11.0,13
361,59873,60321,Haven,6909,1267,Showstoppers,Cloud9 White ,1,3.0,0.0,5.0,13.0,13,3.0,2.0,5.0,11.0,8
362,59874,60322,Icebox,6910,6913,Juul Team 6,The Unfortunate Five,1,2.0,0.0,3.0,9.0,13,3.0,3.0,2.0,6.0,1
363,59875,60322,Bind,6910,6913,Juul Team 6,The Unfortunate Five,1,2.0,1.0,2.0,9.0,13,2.0,4.0,3.0,5.0,1
364,59914,60347,Ascent,6924,6922,Just happy to be here,Anime Super Soldiers,1,2.0,1.0,9.0,7.0,13,3.0,3.0,5.0,8.0,6
365,59915,60348,Icebox,6926,6928,Froggers,swag and friends,1,3.0,0.0,5.0,15.0,13,4.0,2.0,3.0,14.0,10
366,59916,60349,Icebox,6927,6937,Stim Beacon Boyz,TikTok Baddies,1,3.0,1.0,6.0,12.0,13,4.0,3.0,0.0,15.0,9
367,59988,60395,Haven,6914,6915,Vietnamese Curry,FragHunters,1,2.0,0.0,4.0,10.0,13,3.0,3.0,4.0,6.0,3
368,60103,60484,Ascent,472,4173,BIG,Ovation eSports,1,3.0,0.0,6.0,15.0,13,4.0,1.0,3.0,16.0,11
369,60104,60484,Breeze,472,4173,BIG,Ovation eSports,1,2.0,0.0,4.0,9.0,13,3.0,1.0,5.0,6.0,2
370,59834,60314,Icebox,6910,6912,Juul Team 6,Bully Hunters,1,3.0,0.0,2.0,11.0,13,3.0,4.0,3.0,6.0,3
371,59835,60314,Ascent,6910,6912,Juul Team 6,Bully Hunters,1,2.0,0.0,7.0,9.0,13,3.0,2.0,6.0,7.0,5
372,59837,60315,Icebox,6911,6913,Team NAME,The Unfortunate Five,1,2.0,1.0,3.0,11.0,13,3.0,3.0,4.0,7.0,4
373,59838,60315,Fracture,6911,6913,Team NAME,The Unfortunate Five,1,2.0,0.0,3.0,9.0,13,3.0,4.0,1.0,6.0,1
374,59819,60309,Icebox,6904,6903,Zero MarksMen Silver,Booster Seat Gaming,2,4.0,3.0,3.0,11.0,8,2.0,1.0,3.0,15.0,13
375,59820,60309,Ascent,6904,6903,Zero MarksMen Silver,Booster Seat Gaming,1,3.0,1.0,7.0,17.0,15,2.0,3.0,6.0,17.0,13
376,59821,60309,Split,6904,6903,Zero MarksMen Silver,Booster Seat Gaming,2,3.0,4.0,2.0,8.0,4,3.0,0.0,2.0,12.0,13
377,60086,60473,Icebox,6534,1453,Fire Flux Young,OtherSide,1,3.0,0.0,3.0,11.0,13,3.0,2.0,5.0,7.0,4
379,59822,60310,Ascent,2350,6905,Soniqs,Bad Boy Crew,2,2.0,2.0,7.0,10.0,8,4.0,1.0,3.0,13.0,13
380,59823,60310,Bind,2350,6905,Soniqs,Bad Boy Crew,1,2.0,0.0,3.0,11.0,13,4.0,4.0,0.0,8.0,3
381,59824,60310,Icebox,2350,6905,Soniqs,Bad Boy Crew,1,4.0,1.0,5.0,12.0,13,3.0,2.0,4.0,13.0,9
382,59828,60312,Icebox,6907,6909,On The Way,Showstoppers,1,3.0,0.0,3.0,10.0,13,4.0,1.0,5.0,6.0,3
383,59829,60312,Haven,6907,6909,On The Way,Showstoppers,1,2.0,1.0,3.0,10.0,13,3.0,2.0,4.0,7.0,3
384,59774,60195,Ascent,4538,6212,Team Queso,Activat3D Esports,2,3.0,1.0,6.0,11.0,8,3.0,0.0,5.0,13.0,13
385,59775,60195,Haven,4538,6212,Team Queso,Activat3D Esports,1,2.0,0.0,6.0,11.0,13,4.0,2.0,5.0,8.0,6
386,59776,60195,Icebox,4538,6212,Team Queso,Activat3D Esports,2,3.0,1.0,8.0,12.0,11,3.0,2.0,1.0,18.0,13
387,60100,60483,Haven,6211,5214,cowana Gaming,CGN Esports,1,3.0,3.0,1.0,17.0,13,3.0,3.0,2.0,16.0,11
388,60101,60483,Fracture,6211,5214,cowana Gaming,CGN Esports,2,4.0,1.0,3.0,12.0,7,2.0,1.0,3.0,14.0,13
389,60102,60483,Ascent,6211,5214,cowana Gaming,CGN Esports,2,3.0,4.0,2.0,17.0,12,3.0,0.0,7.0,16.0,14
390,60084,60471,Breeze,6534,3261,Fire Flux Young,Kafalar eSports,1,3.0,1.0,2.0,12.0,13,3.0,2.0,3.0,10.0,5
394,60083,60470,Icebox,4696,6392,Surreal Esports,Eternal Fire,1,2.0,3.0,3.0,10.0,13,4.0,2.0,5.0,7.0,5
395,59808,60300,Haven,4975,6904,Sewercats,Zero MarksMen Silver,1,2.0,3.0,4.0,14.0,13,4.0,2.0,2.0,15.0,10
396,59840,60300,Icebox,4975,6904,Sewercats,Zero MarksMen Silver,2,3.0,3.0,5.0,10.0,8,3.0,0.0,3.0,15.0,13
397,59841,60300,Split,4975,6904,Sewercats,Zero MarksMen Silver,2,3.0,2.0,4.0,17.0,12,3.0,1.0,6.0,16.0,14
400,59812,60304,Haven,6907,1267,On The Way,Cloud9 White ,1,3.0,1.0,2.0,13.0,13,3.0,5.0,3.0,8.0,6
401,59848,60304,Ascent,6907,1267,On The Way,Cloud9 White ,1,3.0,0.0,3.0,14.0,13,3.0,4.0,5.0,8.0,7
402,59813,60305,Icebox,6908,6909,Jays Finest,Showstoppers,1,3.0,2.0,4.0,14.0,13,3.0,0.0,7.0,13.0,10
403,59850,60305,Ascent,6908,6909,Jays Finest,Showstoppers,1,3.0,0.0,5.0,11.0,13,4.0,2.0,3.0,10.0,6
404,59612,59541,Split,3361,6230,SMARACIS eSports,Team Lixa,1,3.0,0.0,4.0,13.0,13,2.0,4.0,3.0,11.0,7
405,59613,59541,Haven,3361,6230,SMARACIS eSports,Team Lixa,1,2.0,1.0,4.0,12.0,13,4.0,1.0,4.0,10.0,6
406,60024,60422,Haven,6387,6938,Bleed eSports,Looking for team,1,3.0,1.0,7.0,13.0,13,4.0,1.0,6.0,13.0,11
407,60025,60422,Bind,6387,6938,Bleed eSports,Looking for team,1,4.0,0.0,1.0,11.0,13,3.0,3.0,4.0,6.0,3
412,60015,60419,Icebox,6718,6939,Huat Zai,anythinglajustput,2,3.0,1.0,4.0,15.0,10,3.0,2.0,4.0,14.0,13
413,60016,60419,Haven,6718,6939,Huat Zai,anythinglajustput,1,3.0,0.0,2.0,14.0,13,3.0,5.0,3.0,8.0,6
414,60017,60419,Breeze,6718,6939,Huat Zai,anythinglajustput,1,3.0,1.0,5.0,11.0,13,3.0,2.0,9.0,6.0,7
415,59771,60194,Icebox,3029,5441,Invicta Gaming,Anonymo Esports,1,4.0,0.0,2.0,24.0,16,3.0,2.0,6.0,19.0,14
416,59772,60194,Split,3029,5441,Invicta Gaming,Anonymo Esports,1,3.0,2.0,2.0,17.0,13,3.0,2.0,5.0,14.0,11
421,59346,56815,Icebox,3652,4809,Morph Impact,Team Exploit,1,3.0,2.0,3.0,15.0,13,5.0,2.0,3.0,13.0,10
422,59347,56815,Ascent,3652,4809,Morph Impact,Team Exploit,1,3.0,1.0,7.0,9.0,13,3.0,1.0,6.0,10.0,7
423,59349,56816,Icebox,5366,918,Action PH,Global Esports,1,2.0,0.0,6.0,15.0,13,3.0,2.0,5.0,13.0,10
424,59350,56816,Haven,5366,918,Action PH,Global Esports,1,2.0,1.0,8.0,11.0,13,4.0,3.0,1.0,14.0,9
425,58568,51962,Bind,1471,1594,Team RA'AD,Team Majesty,1,3.0,1.0,1.0,13.0,13,3.0,3.0,5.0,7.0,5
426,58569,51962,Split,1471,1594,Team RA'AD,Team Majesty,1,3.0,1.0,4.0,12.0,13,4.0,1.0,6.0,9.0,7
427,58570,51962,Haven,1471,1594,Team RA'AD,Team Majesty,2,3.0,3.0,3.0,12.0,8,3.0,1.0,3.0,14.0,13
428,58571,51962,Ascent,1471,1594,Team RA'AD,Team Majesty,1,3.0,0.0,4.0,12.0,13,3.0,3.0,6.0,7.0,6
429,59663,59598,Haven,4940,6461,Pioneers,Akrew,2,3.0,3.0,5.0,8.0,6,3.0,0.0,4.0,12.0,13
430,59664,59598,Bind,4940,6461,Pioneers,Akrew,1,3.0,5.0,2.0,14.0,13,2.0,3.0,4.0,15.0,11
431,59665,59598,Split,4940,6461,Pioneers,Akrew,2,3.0,1.0,8.0,12.0,11,3.0,1.0,3.0,17.0,13
432,59657,59596,Haven,4940,4455,Pioneers,Third Impact,1,2.0,0.0,3.0,11.0,13,3.0,3.0,4.0,6.0,3
433,59658,59596,Ascent,4940,4455,Pioneers,Third Impact,1,3.0,1.0,4.0,12.0,13,3.0,2.0,5.0,10.0,7
434,59645,59592,Icebox,4940,6817,Pioneers,ex-FLICKBAITERS,1,3.0,0.0,4.0,13.0,13,3.0,2.0,5.0,10.0,7
435,59646,59592,Ascent,4940,6817,Pioneers,ex-FLICKBAITERS,1,2.0,1.0,5.0,11.0,13,4.0,1.0,4.0,10.0,6
436,59648,59593,Haven,4455,6213,Third Impact,Cloud9 Academy,2,3.0,2.0,5.0,10.0,7,2.0,2.0,4.0,12.0,13
437,59649,59593,Ascent,4455,6213,Third Impact,Cloud9 Academy,1,3.0,0.0,3.0,9.0,13,3.0,2.0,5.0,5.0,2
438,59650,59593,Split,4455,6213,Third Impact,Cloud9 Academy,1,3.0,2.0,2.0,17.0,13,3.0,2.0,6.0,13.0,11
446,59621,59584,Breeze,4940,6020,Pioneers,Pho Real,1,3.0,1.0,5.0,13.0,13,3.0,4.0,3.0,12.0,9
447,59622,59584,Bind,4940,6020,Pioneers,Pho Real,1,3.0,2.0,5.0,16.0,14,4.0,0.0,2.0,20.0,12
448,59624,59585,Fracture,6817,4388,ex-FLICKBAITERS,Cosmic Divide,1,4.0,0.0,4.0,12.0,13,2.0,3.0,7.0,8.0,7
449,59625,59585,Icebox,6817,4388,ex-FLICKBAITERS,Cosmic Divide,1,3.0,1.0,2.0,13.0,13,3.0,1.0,9.0,6.0,6
453,59630,59587,Haven,6213,3748,Cloud9 Academy,Team Reckaroo,2,4.0,1.0,6.0,8.0,6,2.0,0.0,6.0,11.0,13
454,59631,59587,Icebox,6213,3748,Cloud9 Academy,Team Reckaroo,1,2.0,1.0,10.0,8.0,13,4.0,2.0,1.0,14.0,8
455,59632,59587,Ascent,6213,3748,Cloud9 Academy,Team Reckaroo,1,2.0,2.0,9.0,8.0,13,4.0,1.0,6.0,10.0,8
456,59633,59588,Bind,3337,1267,Team Basilisk,Cloud9 White ,1,2.0,0.0,4.0,11.0,13,3.0,3.0,2.0,9.0,4
457,59634,59588,Icebox,3337,1267,Team Basilisk,Cloud9 White ,2,3.0,1.0,6.0,9.0,6,3.0,1.0,2.0,13.0,13
458,59635,59588,Ascent,3337,1267,Team Basilisk,Cloud9 White ,1,3.0,3.0,3.0,14.0,13,2.0,2.0,10.0,9.0,10
462,59639,59590,Split,6461,6418,Akrew,Actually Homeless,1,3.0,0.0,4.0,14.0,13,3.0,3.0,7.0,8.0,8
463,59640,59590,Haven,6461,6418,Akrew,Actually Homeless,1,3.0,3.0,3.0,14.0,13,3.0,2.0,6.0,12.0,10
464,59642,59591,Haven,6144,6478,The Mafia,ex-Serenity Black,1,2.0,2.0,6.0,18.0,15,3.0,1.0,6.0,18.0,13
465,59643,59591,Icebox,6144,6478,The Mafia,ex-Serenity Black,1,3.0,0.0,7.0,14.0,13,3.0,2.0,3.0,16.0,11
466,59698,59660,Breeze,6461,6020,Akrew,Pho Real,1,3.0,1.0,4.0,22.0,16,2.0,1.0,9.0,18.0,14
467,59700,59662,Icebox,1267,6198,Cloud9 White ,Knights Academy,1,2.0,2.0,4.0,16.0,13,4.0,1.0,2.0,17.0,11
468,59701,59663,Breeze,4940,6454,Pioneers,Eclectiq,1,3.0,0.0,3.0,12.0,13,3.0,3.0,3.0,9.0,5
469,59682,59640,Ascent,6461,6664,Akrew,Oni Fans,1,2.0,0.0,5.0,10.0,13,4.0,2.0,5.0,6.0,4
470,59666,59618,Haven,6461,6171,Akrew,Pridestark Empire,1,2.0,0.0,3.0,10.0,13,3.0,5.0,2.0,5.0,2
471,59668,59620,Icebox,1267,6454,Cloud9 White ,Eclectiq,1,4.0,1.0,2.0,17.0,13,3.0,1.0,4.0,16.0,11
472,59670,59622,Haven,468,6703,Renegades,Project02,1,2.0,0.0,6.0,13.0,13,5.0,1.0,5.0,10.0,8
474,58560,51960,Icebox,1594,4811,Team Majesty,SCYTES Esports,1,3.0,2.0,4.0,25.0,18,3.0,2.0,4.0,25.0,16
475,58561,51960,Haven,1594,4811,Team Majesty,SCYTES Esports,1,2.0,0.0,3.0,9.0,13,3.0,3.0,3.0,5.0,1
476,59309,56415,Icebox,6726,6126,Crimas Disciples,Legacy Esports,1,2.0,1.0,5.0,10.0,13,3.0,3.0,5.0,7.0,5
477,59310,56415,Bind,6726,6126,Crimas Disciples,Legacy Esports,2,4.0,0.0,7.0,4.0,2,2.0,0.0,3.0,10.0,13
478,59311,56415,Ascent,6726,6126,Crimas Disciples,Legacy Esports,1,3.0,1.0,3.0,16.0,13,3.0,1.0,4.0,15.0,10
479,59312,56415,Breeze,6726,6126,Crimas Disciples,Legacy Esports,1,2.0,0.0,5.0,13.0,13,4.0,2.0,1.0,13.0,7
480,58554,51958,Ascent,1471,4918,Team RA'AD,RTG eSports,1,2.0,0.0,7.0,11.0,13,5.0,2.0,5.0,8.0,7
481,58555,51958,Haven,1471,4918,Team RA'AD,RTG eSports,1,3.0,2.0,4.0,14.0,13,3.0,3.0,5.0,12.0,10
482,57981,51296,Breeze,3531,682,Acend,Gambit Esports,2,3.0,2.0,5.0,14.0,11,3.0,0.0,7.0,14.0,13
483,57982,51296,Ascent,3531,682,Acend,Gambit Esports,1,3.0,0.0,2.0,15.0,13,4.0,1.0,8.0,7.0,7
484,57983,51296,Fracture,3531,682,Acend,Gambit Esports,2,4.0,2.0,5.0,5.0,3,2.0,1.0,4.0,9.0,13
485,57984,51296,Icebox,3531,682,Acend,Gambit Esports,1,3.0,3.0,3.0,17.0,14,2.0,2.0,4.0,18.0,12
486,57985,51296,Split,3531,682,Acend,Gambit Esports,1,2.0,1.0,6.0,12.0,13,4.0,2.0,8.0,7.0,8
487,58551,51957,Breeze,1470,6723,NASR Esports,MLC Esports,1,2.0,0.0,3.0,9.0,13,3.0,1.0,5.0,5.0,1
488,58552,51957,Haven,1470,6723,NASR Esports,MLC Esports,2,2.0,2.0,8.0,18.0,14,4.0,0.0,6.0,20.0,16
489,58553,51957,Ascent,1470,6723,NASR Esports,MLC Esports,1,3.0,2.0,2.0,14.0,13,3.0,3.0,6.0,9.0,8
