No,MatchID,Date,Patch,EventID,EventName,EventStage,Team1ID,Team2ID,Team1,Team2,Team1_MapScore,Team2_MapScore
1535,34929,2021-08-30 11:00:00,,650,LVP Rising Series #3,Group Stage: Opening (C),2304,4670,Giants Gaming,WiLD MultiGaming,1,0
1537,30868,2021-08-30 04:30:00,Patch 3.02,631,LPL Winter Cup Legends 2021,Group Stage: Round 5,4693,4695,Villains Esports,Pigeons Esports,2,0
1539,35339,2021-08-30 02:00:00,Patch 3.04,651,FGC Valorant Invitational,Swiss Stage: Round 5,4460,5504,Number One Player,O2 Gaming,2,0
1540,35174,2021-08-29 17:20:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Lower Round 7,103,5890,Immortals,DIVIZE,1,0
1541,35144,2021-08-29 16:15:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Final,470,3944,Complexity,Teal Seam,2,0
1543,34927,2021-08-29 15:00:00,Patch 3.04,650,LVP Rising Series #3,Group Stage: Decider (B),4527,4621,SUPRMODE Gaming,Crypto Esports,1,0
1544,34926,2021-08-29 14:10:00,Patch 3.04,650,LVP Rising Series #3,Group Stage: Elimination (B),4621,4617,Crypto Esports,dATHITANS ,1,0
1545,35142,2021-08-29 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Semifinals,470,5890,Complexity,DIVIZE,2,0
1546,35143,2021-08-29 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Semifinals,4345,3944,SoaR,Teal Seam,1,2
1547,35168,2021-08-29 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Lower Round 4,5038,856,YFP Gaming,Andbox,1,0
1548,34924,2021-08-29 12:00:00,Patch 3.04,650,LVP Rising Series #3,Group Stage: Opening (B),2499,4617,Movistar Riders,dATHITANS ,1,0
1549,34923,2021-08-29 11:00:00,Patch 3.04,650,LVP Rising Series #3,Group Stage: Opening (B),4527,4621,SUPRMODE Gaming,Crypto Esports,1,0
1550,35239,2021-08-29 10:20:00,Patch 3.04,660,Rix.GG Open August,Main Event: Grand Final,4878,6445,Reject$,123TAP,2,1
1551,33049,2021-08-29 07:30:00,Patch 3.03,557,Valorant Conquerors Championship,Playoffs: Grand Final,799,918,Velocity Gaming,Global Esports,2,3
1552,35237,2021-08-29 07:15:00,Patch 3.04,660,Rix.GG Open August,Main Event: Semifinals,4878,6141,Reject$,The Goose House,2,0
1553,27800,2021-08-29 03:30:47,Patch 3.03,587,Champions Tour Game Changers SEA: FSL Open 2021 #6,Playoffs: Grand Final,3412,5013,Alter Ego Celestè,Galaxy Racer Female,3,0
1554,27806,2021-08-29 00:00:47,Patch 3.03,587,Champions Tour Game Changers SEA: FSL Open 2021 #6,Playoffs: Lower Final,5013,5016,Galaxy Racer Female,Oasis Gaming Aqua,2,1
1555,35164,2021-08-28 19:15:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Lower Round 3,856,4346,Andbox,DarkZero Esports ,1,0
1556,35138,2021-08-28 18:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Quarterfinals,470,4315,Complexity,Squirtle Squad,2,1
1558,35141,2021-08-28 18:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Quarterfinals,5482,3944,Kowareta,Teal Seam,1,2
1559,35134,2021-08-28 15:50:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 16,103,5038,Immortals,YFP Gaming,1,2
1560,35133,2021-08-28 15:30:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 16,856,5924,Andbox,FLICKBAITERS,1,2
1561,35130,2021-08-28 15:20:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 16,470,6007,Complexity,Serenity Black,2,0
1562,34922,2021-08-28 14:35:00,Patch 3.04,650,LVP Rising Series #3,Group Stage: Decider (A),2755,4538,SAW,Team Queso,1,0
1563,34920,2021-08-28 13:00:00,Patch 3.04,650,LVP Rising Series #3,Group Stage: Winner's (A),3531,2755,Acend,SAW,1,0
1564,35114,2021-08-28 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 32,470,1669,Complexity,Able Esports,2,0
1565,35118,2021-08-28 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 32,4346,5821,DarkZero Esports ,All Around Savants,2,0
1567,35120,2021-08-28 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 32,856,6145,Andbox,Zealous,2,1
1568,35122,2021-08-28 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 32,103,4789,Immortals,ex-Recon 5,2,1
1569,35125,2021-08-28 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 32,4345,4899,SoaR,Last Round Save,2,0
1570,35128,2021-08-28 13:00:00,Patch 3.04,657,Community Gaming Premier Series: Finale,Main Event: Upper Round of 32,468,6045,Renegades,Lenny Time,2,0
1571,34919,2021-08-28 12:00:00,Patch 3.04,650,LVP Rising Series #3,Group Stage: Opening (A),2755,4538,SAW,Team Queso,1,0
1572,34918,2021-08-28 11:00:00,Patch 3.04,650,LVP Rising Series #3,Group Stage: Opening (A),3531,3347,Acend,Angry Titans,1,0
1573,33048,2021-08-28 10:00:00,Patch 3.03,557,Valorant Conquerors Championship,Playoffs: Lower Bracket Final,4809,918,Team Exploit,Global Esports,1,2
1574,35038,2021-08-28 05:00:00,Patch 3.04,651,FGC Valorant Invitational,Swiss Stage: Round 4 Low,5461,4456,Invictus Gaming,Underdog,2,0
1575,35037,2021-08-28 02:00:00,Patch 3.04,651,FGC Valorant Invitational,Swiss Stage: Round 4 Low,4461,6094,All Gamers,ZHUQUE,2,1
1576,33671,2021-08-27 13:00:00,Patch 3.03,641,GLA Baku Summer Cup 2021,Group Stage: Elimination (B),604,3361,Aim.Attack,SMARACIS eSports,2,0
1577,33670,2021-08-27 11:00:00,Patch 3.03,641,GLA Baku Summer Cup 2021,Group Stage: Winner's (B),1341,3799,Team Singularity,Moscow Five jr,2,0
1578,34728,2021-08-27 08:00:00,Patch 3.04,651,FGC Valorant Invitational,Swiss Stage: Round 3 High,1211,1120,Totoro Gaming,EDward Gaming,1,2
1579,33045,2021-08-27 06:30:00,Patch 3.03,557,Valorant Conquerors Championship,Playoffs: Upper Bracket Semifinals,918,799,Global Esports,Velocity Gaming,1,2
1580,33044,2021-08-27 04:30:00,Patch 3.03,557,Valorant Conquerors Championship,Playoffs: Upper Bracket Semifinals,4809,2917,Team Exploit,Enigma Gaming,2,0
1581,34750,2021-08-26 14:20:00,Patch 3.04,650,LVP Rising Series #3,European Qualifier: Round of 16,6141,1474,The Goose House,eSuba,1,2
1582,34778,2021-08-26 14:10:00,Patch 3.03,616,ESA Open Fire All Stars,Group Stage: Group B ,1184,1453,Futbolist,OtherSide,2,0
1583,34755,2021-08-26 14:05:00,Patch 3.04,650,LVP Rising Series #3,European Qualifier: Round of 16,2755,3525,SAW,EXCEL,2,0
1584,34749,2021-08-26 14:00:00,Patch 3.04,650,LVP Rising Series #3,European Qualifier: Round of 16,3531,6445,Acend,123TAP,2,0
1585,34751,2021-08-26 14:00:00,Patch 3.04,650,LVP Rising Series #3,European Qualifier: Round of 16,3347,2408,Angry Titans,HEET,2,1
1586,34753,2021-08-26 13:35:00,Patch 3.04,650,LVP Rising Series #3,European Qualifier: Round of 16,673,4007,Team Finest,PACT,2,0
1587,34659,2021-08-26 13:10:00,Patch 3.04,650,LVP Rising Series #3,Spanish Qualifier: Round of 16,2499,5995,Movistar Riders,PATATERA SQUAD,2,0
1588,34658,2021-08-26 12:50:00,Patch 3.04,650,LVP Rising Series #3,Spanish Qualifier: Round of 16,4616,1001,UCAM Esports Club,Team Heretics,2,1
1590,34657,2021-08-26 11:00:00,Patch 3.04,650,LVP Rising Series #3,Spanish Qualifier: Round of 16,4621,6313,Crypto Esports,KPI Gaming,2,0
1593,34736,2021-08-26 11:00:00,Patch 3.04,650,LVP Rising Series #3,European Qualifier: Round of 32,1474,4642,eSuba,EXEN Esports,2,0
1594,34738,2021-08-26 11:00:00,Patch 3.04,650,LVP Rising Series #3,European Qualifier: Round of 32,2408,2026,HEET,Arbalest,2,1
1595,34739,2021-08-26 11:00:00,Patch 3.04,650,LVP Rising Series #3,European Qualifier: Round of 32,1342,5649,Axsor,Fadee Gaming,2,0
